fund_code,fund_code,fund_name,fund_name,fund_type,manager_name,company,nav,acc_nav,daily_return,weekly_return,monthly_return,quarterly_return,half_year_return,yearly_return,two_year_return,three_year_return,ytd_return,since_inception_return,custom_return,fee
011061,011061,广发安悦回报混合C,广发安悦回报混合C,混合型-灵活,邱世磊/ 张芊,广发基金,1.2132,1.2269,-0.02,0.24,-0.17,0.38,1.33,2.98,5.17,5.99,0.17,10.95,3.0581,0.00%
011062,011062,广发中债7-10年国开债指数E,广发中债7-10年国开债指数E,指数型-固收,吴迪,广发基金,1.3318,1.4393,0.01,0.05,1.65,-0.51,4.32,7.37,15.52,20.05,0.02,29.1,7.2907,0.00%
011064,011064,南方誉享一年持有期混合A,南方誉享一年持有期混合A,混合型-偏债,陈乐/ 李健,南方基金,1.0552,1.0552,-0.01,0.61,-0.82,-0.9,0.67,3.44,3.54,4.97,-1.39,5.52,3.695,0.10%
011065,011065,南方誉享一年持有期混合C,南方誉享一年持有期混合C,混合型-偏债,陈乐/ 李健,南方基金,1.0383,1.0383,-0.02,0.59,-0.85,-1.0,0.46,3.03,2.71,3.72,-1.52,3.83,3.2723,0.00%
011066,011066,大成高鑫股票C,大成高鑫股票C,股票型,刘旭,大成基金,4.5366,4.5366,0.74,2.92,-3.51,3.74,4.1,14.82,25.7,43.38,1.91,46.77,15.2328,0.00%
011068,011068,华宝资源优选混合C,华宝资源优选混合C,混合型-偏股,蔡目荣/ 丁靖斐,华宝基金,3.192,3.192,-0.25,5.0,-3.97,-0.41,-4.06,-11.23,-3.65,-6.39,1.17,33.39,-8.9561,0.00%
011069,011069,工银成长精选混合A,工银成长精选混合A,混合型-偏股,赵蓓,工银瑞信基金,0.6016,0.6016,-1.18,8.08,3.4,19.89,8.77,3.12,-20.99,-19.86,17.5,-39.84,4.2996,0.15%
011070,011070,工银成长精选混合C,工银成长精选混合C,混合型-偏股,赵蓓,工银瑞信基金,0.5872,0.5872,-1.18,8.08,3.36,19.74,8.46,2.51,-21.93,-21.28,17.32,-41.28,3.6906,0.00%
011071,011071,鹏华安悦一年持有期混合A,鹏华安悦一年持有期混合A,混合型-偏债,王石千,鹏华基金,1.0157,1.0157,0.09,1.62,-0.09,2.68,3.82,3.74,3.81,3.79,2.67,1.57,4.0356,0.08%
011072,011072,鹏华安悦一年持有期混合C,鹏华安悦一年持有期混合C,混合型-偏债,王石千,鹏华基金,0.9988,0.9988,0.09,1.61,-0.13,2.57,3.61,3.32,2.98,2.55,2.55,-0.12,3.6207,0.00%
011073,011073,鹏华安润混合A,鹏华安润混合A,混合型-偏债,方昶,鹏华基金,1.0308,1.0676,0.01,0.06,0.9,0.79,1.89,3.74,9.31,6.46,0.83,6.79,3.7129,0.08%
011074,011074,鹏华安润混合C,鹏华安润混合C,混合型-偏债,方昶,鹏华基金,1.0818,1.115,0.01,0.05,0.87,0.72,1.75,3.45,14.65,11.65,0.75,11.56,3.4243,0.00%
011077,011077,汇丰晋信创新先锋,汇丰晋信创新先锋,股票型,周宗舟,汇丰晋信基金,0.8619,0.8619,-0.22,6.21,-8.38,6.16,17.11,43.84,10.59,10.71,3.82,-13.81,48.4755,0.15%
011078,011078,诺德品质消费6个月持有混合,诺德品质消费6个月持有混合,混合型-偏股,谢屹,诺德基金,0.6059,0.6059,0.0,2.75,-4.21,0.66,-2.59,-3.52,-18.24,-18.78,-2.65,-39.41,-2.3687,0.15%
011081,011081,国投瑞银港股通混合C,国投瑞银港股通混合C,混合型-偏股,刘扬,国投瑞银基金,0.9825,0.9825,0.05,5.57,-5.17,10.53,5.67,23.88,3.88,4.58,5.34,-14.15,25.2869,0.00%
011082,011082,国投瑞银医疗保健混合C,国投瑞银医疗保健混合C,混合型-灵活,刘泽序,国投瑞银基金,0.8604,1.0514,-0.36,5.48,3.74,12.65,6.62,5.18,-11.93,-17.98,9.56,-36.17,8.2264,0.00%
011086,011086,易方达瑞康混合A,易方达瑞康混合A,混合型-灵活,计瑾,易方达基金,1.0769,1.0769,-0.05,0.47,-0.26,-0.08,0.87,3.07,-1.12,4.63,-0.9,7.69,3.8777,0.06%
011087,011087,易方达瑞康混合C,易方达瑞康混合C,混合型-灵活,计瑾,易方达基金,1.0685,1.0685,-0.05,0.46,-0.27,-0.13,0.77,2.92,-1.47,4.06,-0.95,6.85,3.7278,0.00%
011091,011091,工银双玺6个月持有期债券A,工银双玺6个月持有期债券A,债券型-混合二级,何秀红,工银瑞信基金,1.0854,1.0854,-0.03,0.42,-0.5,0.3,1.98,5.14,6.76,9.73,-0.16,8.54,5.3173,0.05%
011092,011092,工银双玺6个月持有期债券C,工银双玺6个月持有期债券C,债券型-混合二级,何秀红,工银瑞信基金,1.0688,1.0688,-0.04,0.4,-0.54,0.21,1.78,4.72,5.9,8.42,-0.28,6.88,4.8974,0.00%
011094,011094,诺德安盛纯债,诺德安盛纯债,债券型-长债,王宪彪/ 赵滔滔,诺德基金,1.0277,1.1077,0.0,0.04,0.59,0.11,1.63,2.79,5.42,7.57,0.22,10.98,2.7903,0.08%
011095,011095,博时恒泽混合A,博时恒泽混合A,混合型-偏债,张李陵,博时基金,1.0971,1.0971,0.03,0.61,-0.28,0.06,1.28,6.18,8.52,11.25,-0.88,9.71,6.3081,0.10%
011096,011096,博时恒泽混合C,博时恒泽混合C,混合型-偏债,张李陵,博时基金,1.0766,1.0766,0.03,0.61,-0.32,-0.05,1.05,5.7,7.54,9.75,-1.01,7.66,5.8292,0.00%
011097,011097,达诚宜创精选混合A,达诚宜创精选混合A,混合型-偏股,吴昊阳,达诚基金,0.5988,0.5988,0.05,3.78,-5.31,-0.73,-6.13,-5.28,-13.78,-14.65,-3.51,-40.12,-2.7132,0.15%
011098,011098,达诚宜创精选混合C,达诚宜创精选混合C,混合型-偏股,吴昊阳,达诚基金,0.5863,0.5863,0.05,3.77,-5.34,-0.85,-6.36,-5.74,-14.63,-15.92,-3.65,-41.37,-3.1869,0.00%
011099,011099,富国价值创造混合A,富国价值创造混合A,混合型-偏股,王园园,富国基金,0.7117,0.7117,0.65,4.14,-2.16,7.95,5.73,4.23,-11.83,-9.08,4.19,-28.83,5.7347,0.15%
011100,011100,富国价值创造混合C,富国价值创造混合C,混合型-偏股,王园园,富国基金,0.6938,0.6938,0.65,4.13,-2.21,7.78,5.42,3.61,-12.88,-10.71,4.0,-30.62,5.1212,0.00%
011102,011102,天弘中证光伏产业指数A,天弘中证光伏产业指数A,指数型-股票,祁世超,天弘基金,0.5633,0.5633,-0.42,3.41,-13.25,-10.04,-14.34,-18.54,-48.04,-44.71,-13.26,-43.67,-16.3871,0.10%
011103,011103,天弘中证光伏产业指数C,天弘中证光伏产业指数C,指数型-股票,祁世超,天弘基金,0.5586,0.5586,-0.43,3.43,-13.26,-10.09,-14.42,-18.7,-48.24,-45.04,-13.31,-44.14,-16.5397,0.00%
011104,011104,光大保德信智能汽车主题股票A,光大保德信智能汽车主题股票A,股票型,王明旭,光大保德信基金,0.7715,0.7715,-0.64,9.96,-14.69,3.72,7.09,15.95,3.32,3.4,4.84,-22.85,19.3718,0.15%
011105,011105,长信稳健均衡6个月持有期混合A,长信稳健均衡6个月持有期混合A,混合型-偏债,胡梦承/ 李家春,长信基金,0.981,0.981,-0.01,0.28,0.36,0.39,1.37,2.95,-2.82,1.23,0.24,-1.9,3.3284,0.08%
011106,011106,长信稳健均衡6个月持有期混合C,长信稳健均衡6个月持有期混合C,混合型-偏债,胡梦承/ 李家春,长信基金,0.9613,0.9613,-0.01,0.27,0.32,0.27,1.11,2.44,-3.79,-0.28,0.08,-3.87,2.8238,0.00%
011107,011107,九泰天兴量化智选A,九泰天兴量化智选A,股票型,刘开运,九泰基金,0.7846,0.7846,0.03,2.37,-6.67,0.22,-7.17,-3.6,-9.37,-8.39,-3.55,-21.54,-2.0474,0.15%
011108,011108,九泰天兴量化智选C,九泰天兴量化智选C,股票型,刘开运,九泰基金,0.7817,0.7817,0.03,2.37,-6.67,0.19,-7.22,-3.7,-9.56,-8.67,-3.58,-21.83,-2.153,0.00%
011109,011109,南方晖元6个月持有期债券A,南方晖元6个月持有期债券A,债券型-混合二级,刘盈杏/ 陶铄,南方基金,0.9739,0.9739,-0.08,0.16,-0.02,0.61,1.73,3.33,1.6,-0.18,0.39,-2.61,3.5183,0.03%
011110,011110,南方晖元6个月持有期债券C,南方晖元6个月持有期债券C,债券型-混合二级,刘盈杏/ 陶铄,南方基金,0.9627,0.9627,-0.07,0.17,-0.04,0.54,1.58,3.03,0.99,-1.08,0.31,-3.73,3.2054,0.00%
011111,011111,华泰柏瑞行业严选混合A,华泰柏瑞行业严选混合A,混合型-偏股,吕慧建,华泰柏瑞基金,0.5729,0.5729,-1.26,3.88,-10.79,-1.92,-6.72,-10.05,-29.49,-38.29,-4.15,-42.71,-7.7456,0.15%
011112,011112,华泰柏瑞行业严选混合C,华泰柏瑞行业严选混合C,混合型-偏股,吕慧建,华泰柏瑞基金,0.5598,0.5598,-1.27,3.86,-10.85,-2.06,-7.01,-10.59,-30.35,-39.4,-4.31,-44.02,-8.3047,0.00%
011113,011113,富国军工主题混合C,富国军工主题混合C,混合型-偏股,孟浩之,富国基金,1.2966,1.2966,-2.07,5.81,-6.67,2.51,-0.79,9.6,-19.81,-23.71,-2.63,-34.61,12.4837,0.00%
011114,011114,富国沪港深行业精选混合C,富国沪港深行业精选混合C,混合型-灵活,汪孟海,富国基金,1.2654,1.2654,0.63,8.82,-1.13,21.01,14.61,19.83,8.13,0.52,15.79,-21.27,21.2301,0.00%
011115,011115,海富通利率债债券A,海富通利率债债券A,债券型-长债,陈轶平,海富通基金,1.0875,1.1395,-0.02,0.07,0.95,-0.06,2.09,4.25,8.68,11.03,-0.02,14.31,4.253,0.06%
011116,011116,海富通利率债债券C,海富通利率债债券C,债券型-长债,陈轶平,海富通基金,1.0787,1.1307,-0.02,0.06,0.92,-0.14,1.95,3.94,8.1,10.16,-0.11,13.4,3.9287,0.00%
011117,011117,富国沪港深业绩驱动混合型C,富国沪港深业绩驱动混合型C,混合型-偏股,宁君,富国基金,1.8821,1.8821,0.78,9.56,-2.14,17.56,13.58,23.51,14.01,7.86,14.12,-6.68,25.2562,0.00%
011118,011118,汇添富稳健睿选一年持有混合A,汇添富稳健睿选一年持有混合A,混合型-偏债,吴江宏,汇添富基金,1.1466,1.1466,-0.01,0.65,-1.34,0.71,1.98,4.89,7.07,11.52,0.27,14.66,5.2313,0.08%
011119,011119,汇添富稳健睿选一年持有混合C,汇添富稳健睿选一年持有混合C,混合型-偏债,吴江宏,汇添富基金,1.1278,1.1278,-0.01,0.63,-1.38,0.61,1.77,4.46,6.21,10.17,0.15,12.78,4.8141,0.00%
011120,011120,富国创新科技混合C,富国创新科技混合C,混合型-偏股,李元博,富国基金,1.124,1.124,-0.79,9.34,-14.65,-6.26,-13.54,-2.43,-31.84,-31.42,-5.7,-55.08,-0.4429,0.00%
011121,011121,广发兴诚混合A,广发兴诚混合A,混合型-偏股,郑澄然,广发基金,0.3939,0.3939,-1.06,3.52,-12.74,-7.64,-19.03,-17.97,-44.76,-49.83,-10.46,-60.61,-16.3161,0.15%
011122,011122,汇添富ESG可持续成长股票A,汇添富ESG可持续成长股票A,股票型,沈若雨,汇添富基金,0.6039,0.6039,-0.23,5.72,-8.64,1.51,0.85,16.7,-3.78,-17.44,2.08,-39.61,18.319,0.15%
011123,011123,汇添富ESG可持续成长股票C,汇添富ESG可持续成长股票C,股票型,沈若雨,汇添富基金,0.5857,0.5857,-0.22,5.72,-8.7,1.33,0.46,15.8,-5.29,-19.39,1.86,-41.43,17.3983,0.00%
011124,011124,富国金融地产行业混合C,富国金融地产行业混合C,混合型-偏股,吴畏,富国基金,1.2226,1.2226,0.68,4.27,-4.21,-0.06,-2.66,15.6,-7.43,-13.9,-3.81,-18.17,15.7984,0.00%
011125,011125,富国文体健康股票C,富国文体健康股票C,股票型,林庆,富国基金,2.297,2.297,0.31,2.09,-3.12,0.26,3.52,10.7,-1.46,18.16,-1.84,5.76,12.0488,0.00%
011126,011126,富国互联科技股票C,富国互联科技股票C,股票型,许炎,富国基金,2.0803,2.0803,-0.25,8.42,-11.44,-3.5,-10.44,4.16,-13.2,-4.34,-6.25,-18.79,5.2837,0.00%
011127,011127,富国清洁能源产业混合C,富国清洁能源产业混合C,混合型-灵活,张富盛,富国基金,0.9614,1.2521,-0.29,4.44,-8.79,-4.17,-10.14,-10.46,-31.56,-36.55,-5.37,-38.87,-8.088,0.00%
011128,011128,华安精致生活混合A,华安精致生活混合A,混合型-偏股,王斌,华安基金,1.2123,1.2123,-0.12,4.18,-5.01,-0.48,-3.45,-5.36,-4.11,-0.77,-3.17,21.23,-3.6787,0.15%
011129,011129,华安精致生活混合C,华安精致生活混合C,混合型-偏股,王斌,华安基金,1.1835,1.1835,-0.13,4.16,-5.05,-0.64,-3.75,-5.88,-5.21,-2.49,-3.35,18.35,-4.2088,0.00%
011130,011130,广发兴诚混合C,广发兴诚混合C,混合型-偏股,郑澄然,广发基金,0.3872,0.3872,-1.07,3.5,-12.77,-7.74,-19.2,-18.29,-45.21,-50.44,-10.56,-61.28,-16.6595,0.00%
011131,011131,富国沪港深价值混合C,富国沪港深价值混合C,混合型-灵活,彭陈晨/ 汪孟海/ 张峰,富国基金,1.075,1.235,0.66,6.44,-2.98,16.22,13.88,16.59,2.87,-8.98,11.51,-31.4,17.4863,0.00%
011132,011132,鹏扬沪深300质量成长低波动A,鹏扬沪深300质量成长低波动A,指数型-股票,施红俊,鹏扬基金,1.0074,1.0074,0.38,2.85,-2.7,0.9,-0.9,6.75,2.24,-0.86,-2.03,0.74,7.1246,0.12%
011133,011133,鹏扬沪深300质量成长低波动C,鹏扬沪深300质量成长低波动C,指数型-股票,施红俊,鹏扬基金,0.9919,0.9919,0.38,2.84,-2.74,0.8,-1.1,6.32,1.43,-2.03,-2.15,-0.81,6.7018,0.00%
011134,011134,广发价值优选混合A,广发价值优选混合A,混合型-偏股,王明旭,广发基金,0.9121,0.9121,0.39,2.77,-5.91,-2.07,-8.78,-1.55,-7.24,-0.97,-5.77,-8.79,-0.3169,0.15%
011135,011135,广发价值优选混合C,广发价值优选混合C,混合型-偏股,王明旭,广发基金,0.8974,0.8974,0.39,2.76,-5.94,-2.16,-8.96,-1.94,-7.99,-2.15,-5.87,-10.26,-0.7081,0.00%
011136,011136,广发盛兴混合A,广发盛兴混合A,混合型-偏股,费逸,广发基金,0.7836,0.7836,-0.46,7.5,-7.3,-0.92,1.03,24.78,-15.83,-9.89,-1.35,-21.64,29.5207,0.15%
011137,011137,广发盛兴混合C,广发盛兴混合C,混合型-偏股,费逸,广发基金,0.7705,0.7705,-0.47,7.49,-7.34,-1.03,0.82,24.27,-16.5,-10.97,-1.47,-22.95,29.0188,0.00%
011138,011138,广发聚鸿六个月持有期混合A,广发聚鸿六个月持有期混合A,混合型-偏股,李巍,广发基金,0.6287,0.6287,-0.82,6.07,-10.96,0.51,-0.68,1.53,-25.64,-20.25,-0.57,-37.13,4.6961,0.15%
011139,011139,广发聚鸿六个月持有期混合C,广发聚鸿六个月持有期混合C,混合型-偏股,李巍,广发基金,0.608,0.608,-0.82,6.05,-11.02,0.31,-1.07,0.73,-26.82,-22.13,-0.78,-39.2,3.8606,0.00%
011140,011140,广发聚鸿六个月持有期混合E,广发聚鸿六个月持有期混合E,混合型-偏股,李巍,广发基金,0.6182,0.6182,-0.83,6.06,-10.99,0.41,-0.9,1.13,-26.24,-21.21,-0.69,-38.18,4.2672,0.00%
011141,011141,南方景元中高等级信用债债券A,南方景元中高等级信用债债券A,债券型-长债,刘骥,南方基金,1.1441,1.1441,0.01,0.01,1.16,-0.09,1.82,3.33,7.89,10.52,-0.03,14.41,3.3327,0.05%
011142,011142,创金合信新材料新能源股票A,创金合信新材料新能源股票A,股票型,谢天卉,创金合信基金,0.8172,0.8172,-0.44,7.26,-13.63,-8.95,-11.77,-9.37,-24.99,-28.56,-10.06,-18.28,-7.5984,0.15%
011143,011143,创金合信新材料新能源股票C,创金合信新材料新能源股票C,股票型,谢天卉,创金合信基金,0.7963,0.7963,-0.45,7.23,-13.69,-9.1,-12.05,-9.92,-25.89,-29.84,-10.23,-20.37,-8.1651,0.00%
011144,011144,华安汇宏精选混合A,华安汇宏精选混合A,混合型-偏股,桑翔宇,华安基金,1.0275,1.0275,-1.16,11.37,-10.95,-0.49,6.65,31.36,-0.37,21.9,-0.33,2.75,34.3313,0.15%
011145,011145,华安汇宏精选混合C,华安汇宏精选混合C,混合型-偏股,桑翔宇,华安基金,1.0027,1.0027,-1.16,11.36,-11.01,-0.66,6.31,30.56,-1.57,19.71,-0.53,0.27,33.5153,0.00%
011146,011146,创金合信气候变化责任投资股票A,创金合信气候变化责任投资股票A,股票型,寸思敏,创金合信基金,0.9894,0.9894,-0.58,6.38,-9.27,-4.73,-1.16,0.69,-2.36,-14.48,-5.57,-1.06,3.0947,0.15%
011147,011147,创金合信气候变化责任投资股票C,创金合信气候变化责任投资股票C,股票型,寸思敏,创金合信基金,0.9726,0.9726,-0.58,6.38,-9.31,-4.82,-1.35,0.3,-3.14,-15.5,-5.68,-2.74,2.6816,0.00%
011148,011148,南方军工改革灵活配置混合C,南方军工改革灵活配置混合C,混合型-灵活,邹承原,南方基金,1.0904,1.0904,-2.01,4.93,-8.05,-0.04,-4.33,6.3,-20.81,-18.48,-4.27,-26.68,9.0836,0.00%
011149,011149,创金合信ESG责任投资股票A,创金合信ESG责任投资股票A,股票型,王鑫,创金合信基金,0.9023,0.9023,-0.66,7.14,-10.62,-1.97,-9.28,-7.87,-25.13,0.32,-6.05,-9.77,-5.2007,0.15%
011150,011150,创金合信ESG责任投资股票C,创金合信ESG责任投资股票C,股票型,王鑫,创金合信基金,0.8831,0.8831,-0.66,7.13,-10.66,-2.1,-9.51,-8.34,-25.88,-1.18,-6.19,-11.69,-5.6819,0.00%
011151,011151,富国医疗保健行业混合C,富国医疗保健行业混合C,混合型-偏股,孙笑悦,富国基金,3.021,3.021,0.2,7.17,6.26,15.0,0.3,7.47,-13.61,-20.21,10.58,-37.56,10.5379,0.00%
011152,011152,国富兴海回报混合A,国富兴海回报混合A,混合型-偏股,高燕芸/ 赵晓东,国海富兰克林基金,1.0201,1.0201,0.33,4.09,-5.38,5.93,1.99,24.21,18.92,26.02,2.93,2.01,25.814,1.50%
011153,011153,华宝新兴消费混合A,华宝新兴消费混合A,混合型-偏股,吴心怡,华宝基金,0.8711,0.8711,0.65,4.15,-6.7,11.67,6.02,21.02,6.43,11.35,7.69,-12.89,22.1225,0.15%
011154,011154,华宝新兴消费混合C,华宝新兴消费混合C,混合型-偏股,吴心怡,华宝基金,0.8566,0.8566,0.63,4.13,-6.75,11.52,5.78,20.46,5.52,9.96,7.53,-14.34,21.5553,0.00%
011155,011155,金鹰责任投资混合A,金鹰责任投资混合A,混合型-偏股,李恒,金鹰基金,0.4659,0.6617,-0.49,5.96,-7.96,2.58,-3.64,-1.17,-29.86,-37.6,-0.53,-44.34,0.3878,0.15%
011156,011156,金鹰责任投资混合C,金鹰责任投资混合C,混合型-偏股,李恒,金鹰基金,0.4506,0.6454,-0.51,5.92,-8.04,2.36,-4.05,-1.98,-30.98,-39.09,-0.77,-46.16,-0.4419,0.00%
011159,011159,大成中小盘混合(LOF)C,大成中小盘混合(LOF)C,混合型-偏股,侯春燕/ 魏庆国,大成基金,2.3821,2.9178,0.4,2.09,-2.8,6.5,1.34,-1.93,-22.63,-8.3,4.45,-31.72,0.553,0.00%
011160,011160,富国质量成长6个月持有混合A,富国质量成长6个月持有混合A,混合型-偏股,吴栋栋,富国基金,0.9664,0.9664,0.02,11.14,-12.65,9.11,18.36,25.75,9.0,19.04,11.57,-3.36,30.3304,0.15%
011161,011161,富国质量成长6个月持有混合C,富国质量成长6个月持有混合C,混合型-偏股,吴栋栋,富国基金,0.9431,0.9431,0.02,11.14,-12.7,8.95,18.01,25.01,7.7,16.92,11.37,-5.69,29.5645,0.00%
011162,011162,博时港股通领先趋势混合A,博时港股通领先趋势混合A,混合型-偏股,赵宪成,博时基金,0.5036,0.5036,-0.53,9.24,-12.4,13.35,17.14,36.22,-5.3,-10.95,8.42,-49.64,38.8475,0.15%
011163,011163,博时港股通领先趋势混合C,博时港股通领先趋势混合C,混合型-偏股,赵宪成,博时基金,0.4869,0.4869,-0.53,9.22,-12.46,13.13,16.68,35.1,-6.83,-13.08,8.18,-51.31,37.698,0.00%
011164,011164,富国兴远优选12个月持有混合A,富国兴远优选12个月持有混合A,混合型-偏股,林庆,富国基金,0.9027,0.9027,0.1,2.02,-5.15,0.62,2.68,10.23,-0.77,10.46,-1.53,-9.73,11.8449,0.15%
011165,011165,富国兴远优选12个月持有混合C,富国兴远优选12个月持有混合C,混合型-偏股,林庆,富国基金,0.8806,0.8806,0.1,2.0,-5.2,0.48,2.37,9.57,-1.96,8.47,-1.7,-11.94,11.1728,0.00%
011167,011167,景顺长城景气成长混合A,景顺长城景气成长混合A,混合型-偏股,董晗,景顺长城基金,0.9366,0.9366,-1.06,6.74,-10.57,-4.88,2.28,13.13,-14.03,-1.71,-4.48,-6.34,16.6957,0.15%
011168,011168,嘉实睿享安久双利18个月持有期债券,嘉实睿享安久双利18个月持有期债券,债券型-混合二级,吴昊,嘉实基金,1.0822,1.0822,-0.12,1.1,-2.05,1.12,2.69,5.04,3.56,8.11,0.98,8.22,5.6423,0.06%
011169,011169,建信臻选混合,建信臻选混合,混合型-偏股,王东杰,建信基金,0.8051,0.8051,0.17,1.76,-6.39,-1.96,-4.77,6.13,-9.45,-14.09,-4.05,-19.49,6.2137,0.15%
011170,011170,宝盈智慧生活混合A,宝盈智慧生活混合A,混合型-偏股,张天闻,宝盈基金,0.9881,0.9881,-0.19,8.42,-7.38,-1.37,19.55,37.39,8.05,14.05,-0.04,-1.19,44.0169,0.15%
011171,011171,宝盈智慧生活混合C,宝盈智慧生活混合C,混合型-偏股,张天闻,宝盈基金,0.9724,0.9724,-0.2,8.42,-7.41,-1.47,19.31,36.84,7.18,12.68,-0.15,-2.76,43.4218,0.00%
011172,011172,广发利鑫灵活配置混合C,广发利鑫灵活配置混合C,混合型-灵活,段涛,广发基金,1.85,2.213,-0.64,7.93,-6.0,4.28,-2.84,-8.33,-22.95,-10.89,9.14,-25.09,-5.8524,0.00%
011173,011173,银华心享一年持有期混合,银华心享一年持有期混合,混合型-偏股,李晓星/ 张萍,银华基金,0.7255,0.7255,0.11,5.87,-6.71,9.48,5.34,9.74,-10.93,-19.17,6.5,-27.45,11.1707,1.50%
011174,011174,中庚价值品质一年持有期混合,中庚价值品质一年持有期混合,混合型-偏股,熊正寰,中庚基金,1.4894,1.4894,-0.66,5.22,-5.77,8.96,0.02,7.68,-7.86,0.66,5.72,48.94,10.5634,1.50%
011175,011175,平安恒鑫混合A,平安恒鑫混合A,混合型-偏债,韩克,平安基金,0.9739,0.9739,0.17,1.14,0.91,1.44,4.69,2.14,-3.95,-6.27,1.49,-2.61,2.1716,0.10%
011176,011176,平安恒鑫混合C,平安恒鑫混合C,混合型-偏债,韩克,平安基金,0.9537,0.9537,0.18,1.13,0.88,1.32,4.43,1.64,-4.9,-7.65,1.35,-4.63,1.6738,0.00%
011177,011177,博时汇融回报一年持有混合A,博时汇融回报一年持有混合A,混合型-偏股,付伟,博时基金,0.646,0.646,0.4,8.48,-4.66,19.67,19.36,8.23,-9.93,-10.95,12.21,-35.4,12.2892,0.15%
011178,011178,博时汇融回报一年持有混合C,博时汇融回报一年持有混合C,混合型-偏股,付伟,博时基金,0.6245,0.6245,0.4,8.46,-4.74,19.45,18.91,7.38,-11.36,-13.06,11.96,-37.55,11.3985,0.00%
011181,011181,长盛成长龙头混合A,长盛成长龙头混合A,混合型-偏股,钱文礼,长盛基金,0.5471,0.5471,0.15,0.81,-3.0,0.63,0.27,7.06,-24.56,-26.65,-2.15,-45.29,9.9477,0.15%
011182,011182,长盛成长龙头混合C,长盛成长龙头混合C,混合型-偏股,钱文礼,长盛基金,0.5337,0.5337,0.15,0.81,-3.05,0.47,-0.02,6.36,-25.5,-28.0,-2.31,-46.63,9.2305,0.00%
011183,011183,广发内需增长混合C,广发内需增长混合C,混合型-灵活,王明旭,广发基金,1.615,1.615,0.37,1.7,-6.1,-2.94,-8.86,-1.82,-5.33,0.62,-6.43,-14.91,-0.7376,0.00%
011184,011184,东方阿尔法招阳混合A,东方阿尔法招阳混合A,混合型-偏股,刘明/ 潘令梓,东方阿尔法基金,0.4534,0.4534,-1.28,8.18,-9.34,-4.91,-6.65,-2.54,-36.08,-33.6,-10.52,-54.66,3.1627,0.15%
011186,011186,信澳至诚精选混合A,信澳至诚精选混合A,混合型-偏股,刘维华/ 邹运,信达澳亚基金,0.4532,0.4532,0.27,1.36,-3.04,0.71,-2.35,-9.29,-26.49,-37.97,-3.02,-54.68,-8.3148,0.15%
011188,011188,信澳星奕混合A,信澳星奕混合A,混合型-偏股,李博,信达澳亚基金,1.3105,1.3105,-0.57,10.55,-6.08,15.96,39.12,65.93,19.89,20.32,16.63,31.05,72.6159,0.15%
011189,011189,建信智汇优选一年持有期混合(MOM),建信智汇优选一年持有期混合(MOM),混合型-偏股,姚波远,建信基金,0.7068,0.7068,-0.11,2.39,-9.97,-8.39,-5.42,-2.55,-14.57,-13.52,-9.0,-29.32,-1.1607,0.15%
011190,011190,招商瑞安1年持有期混合A,招商瑞安1年持有期混合A,混合型-偏债,杜亮/ 余芽芳,招商基金,1.0706,1.0706,0.07,1.5,-2.5,0.22,0.23,4.27,5.22,5.35,-1.51,7.06,4.3673,0.10%
011191,011191,招商瑞安1年持有期混合C,招商瑞安1年持有期混合C,混合型-偏债,杜亮/ 余芽芳,招商基金,1.0539,1.0539,0.07,1.49,-2.53,0.11,0.04,3.85,4.38,4.09,-1.62,5.39,3.9554,0.00%
011192,011192,广发恒荣三个月持有期混合A,广发恒荣三个月持有期混合A,混合型-偏债,宋倩倩,广发基金,0.985,0.985,-0.01,1.21,-0.87,2.27,3.1,2.41,-6.65,-0.76,-0.13,-1.5,3.7279,0.08%
011193,011193,广发恒荣三个月持有期混合C,广发恒荣三个月持有期混合C,混合型-偏债,宋倩倩,广发基金,0.9706,0.9706,-0.02,1.2,-0.91,2.17,2.88,2.0,-7.4,-1.95,-0.25,-2.94,3.3103,0.00%
011194,011194,广发睿铭两年持有期混合A,广发睿铭两年持有期混合A,混合型-偏股,王明旭,广发基金,0.9146,0.9146,0.14,1.88,-4.7,-1.75,-7.9,-0.39,-4.4,1.91,-5.1,-8.54,0.7935,0.15%
011195,011195,广发睿铭两年持有期混合C,广发睿铭两年持有期混合C,混合型-偏股,王明旭,广发基金,0.9001,0.9001,0.13,1.88,-4.73,-1.85,-8.08,-0.79,-5.16,0.69,-5.22,-9.99,0.3904,0.00%
011196,011196,摩根优势成长混合A,摩根优势成长混合A,混合型-偏股,郭晨,摩根资产管理,0.558,0.558,-0.55,13.05,-14.02,3.03,12.96,18.9,-13.43,-20.54,5.74,-44.2,21.8873,0.15%
011197,011197,摩根优势成长混合C,摩根优势成长混合C,混合型-偏股,郭晨,摩根资产管理,0.5473,0.5473,-0.55,13.06,-14.05,2.91,12.68,18.36,-14.27,-21.69,5.6,-45.27,21.2988,0.00%
011201,011201,财通优势行业轮动混合A,财通优势行业轮动混合A,混合型-偏股,张胤,财通基金,0.5829,0.5829,-0.75,8.08,-9.6,-2.41,-8.71,-0.55,-28.52,-32.01,-4.21,-41.71,3.1681,0.15%
011202,011202,财通优势行业轮动混合C,财通优势行业轮动混合C,混合型-偏股,张胤,财通基金,0.5637,0.5637,-0.76,8.07,-9.66,-2.61,-9.08,-1.35,-29.66,-33.62,-4.43,-43.63,2.3606,0.00%
