序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
2493,王骏杰,汇添富基金,汇添富稳鼎120天滚动持有债券A,1734,2509.95,9.61
2493,王骏杰,汇添富基金,汇添富稳鼎120天滚动持有债券C,1734,2509.95,9.61
2493,王骏杰,汇添富基金,汇添富稳航30天持有债券D,1734,2509.95,9.61
2493,王骏杰,汇添富基金,汇添富收益快线货币A,1734,2509.95,9.61
2493,王骏杰,汇添富基金,汇添富收益快线货币B,1734,2509.95,9.61
2494,王晶晶,大成基金,大成创新趋势混合A,1250,16.98,1.22
2494,王晶晶,大成基金,大成创新趋势混合C,1250,16.98,1.22
2494,王晶晶,大成基金,大成成长回报六个月持有混合A,1250,16.98,1.22
2494,王晶晶,大成基金,大成成长回报六个月持有混合C,1250,16.98,1.22
2494,王晶晶,大成基金,大成新能源混合发起式A,1250,16.98,1.22
2494,王晶晶,大成基金,大成新能源混合发起式C,1250,16.98,1.22
2494,王晶晶,大成基金,大成产业升级股票(LOF)C,1250,16.98,1.22
2494,王晶晶,大成基金,大成产业升级股票(LOF)A,1250,16.98,1.22
2495,王娟娟,招商基金,招商招悦纯债A,1242,310.2,15.14
2495,王娟娟,招商基金,招商招悦纯债C,1242,310.2,15.14
2495,王娟娟,招商基金,招商安华债券A,1242,310.2,15.14
2495,王娟娟,招商基金,招商安华债券C,1242,310.2,15.14
2495,王娟娟,招商基金,招商享利增强债券A,1242,310.2,15.14
2495,王娟娟,招商基金,招商享利增强债券C,1242,310.2,15.14
2495,王娟娟,招商基金,招商安本增利债券A,1242,310.2,15.14
2495,王娟娟,招商基金,招商安福1年定开债发起式,1242,310.2,15.14
2495,王娟娟,招商基金,招商安华债券D,1242,310.2,15.14
2495,王娟娟,招商基金,招商安颐稳健债券A,1242,310.2,15.14
2495,王娟娟,招商基金,招商安颐稳健债券C,1242,310.2,15.14
2495,王娟娟,招商基金,招商安泽稳利9个月持有期混合A,1242,310.2,15.14
2495,王娟娟,招商基金,招商安泽稳利9个月持有期混合C,1242,310.2,15.14
2495,王娟娟,招商基金,招商招悦纯债D,1242,310.2,15.14
2495,王娟娟,招商基金,招商安本增利债券C,1242,310.2,15.14
2496,王家列,中金基金,中金恒远一年持有期混合,150,2.96,0.17
2496,王家列,中金基金,中金景气驱动混合发起A,150,2.96,0.17
2496,王家列,中金基金,中金景气驱动混合发起C,150,2.96,0.17
2496,王家列,中金基金,中金中证500ESG指数增强A,150,2.96,0.17
2496,王家列,中金基金,中金中证500ESG指数增强C,150,2.96,0.17
2497,王景明,南方基金,南方稳利1年持有期债券A,1368,154.76,15.3
2497,王景明,南方基金,南方稳利1年持有期债券C,1368,154.76,15.3
2497,王景明,南方基金,南方纯元A,1368,154.76,15.3
2497,王景明,南方基金,南方纯元C,1368,154.76,15.3
2497,王景明,南方基金,南方国利6个月定开债,1368,154.76,15.3
2497,王景明,南方基金,南方梦元短债A,1368,154.76,15.3
2497,王景明,南方基金,南方梦元短债C,1368,154.76,15.3
2497,王景明,南方基金,南方升元中短期利率债A,1368,154.76,15.3
2497,王景明,南方基金,南方升元中短期利率债C,1368,154.76,15.3
2497,王景明,南方基金,南方稳鑫6个月持有债券A,1368,154.76,15.3
2497,王景明,南方基金,南方稳鑫6个月持有债券C,1368,154.76,15.3
2497,王景明,南方基金,南方稳瑞90天持有债券A,1368,154.76,15.3
2497,王景明,南方基金,南方稳瑞90天持有债券C,1368,154.76,15.3
2497,王景明,南方基金,南方稳瑞90天持有债券E,1368,154.76,15.3
2497,王景明,南方基金,南方升元中短期利率债债券D,1368,154.76,15.3
2498,王家萌,平安基金,平安盈泽1年持有债券(FOF)A,495,0.88,2.3
2498,王家萌,平安基金,平安盈泽1年持有债券(FOF)C,495,0.88,2.3
2498,王家萌,平安基金,平安盈诚积极配置6个月持有混合(FOF)A,495,0.88,2.3
2498,王家萌,平安基金,平安盈诚积极配置6个月持有混合(FOF)C,495,0.88,2.3
2499,王嘉鹏,银华基金,银华华利均衡优选一年持有混合(FOF),161,15.12,1.0
2499,王嘉鹏,银华基金,银华华丰三个月持有期混合(FOF)A,161,15.12,1.0
2499,王嘉鹏,银华基金,银华华丰三个月持有期混合(FOF)C,161,15.12,1.0
2500,王经瑞,鹏扬基金,鹏扬双利债券A,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬双利债券C,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬丰利一年持有债券A,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬丰利一年持有债券C,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬丰利一年持有债券D,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬永利90天持有债券A,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬永利90天持有债券C,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬合利债券A,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬合利债券C,573,19.99,8.54
2500,王经瑞,鹏扬基金,鹏扬合利债券D,573,19.99,8.54
2501,王建润,富国基金,富国资源精选混合发起式A,47,0.86,5.09
2501,王建润,富国基金,富国资源精选混合发起式C,47,0.86,5.09
2502,王建渗,招商基金,招商智星稳健配置混合(FOF-LOF)C,345,30.78,5.15
2502,王建渗,招商基金,招商智安稳健配置1年持有期混合(FOF)A,345,30.78,5.15
2502,王建渗,招商基金,招商智安稳健配置1年持有期混合(FOF)C,345,30.78,5.15
2502,王建渗,招商基金,招商智安稳健配置1年持有期混合(FOF)D,345,30.78,5.15
2502,王建渗,招商基金,招商智星稳健配置混合(FOF-LOF)D,345,30.78,5.15
2502,王建渗,招商基金,招商稳健策略优选3个月持有期混合发起式(FOF)A,345,30.78,5.15
2502,王建渗,招商基金,招商稳健策略优选3个月持有期混合发起式(FOF)C,345,30.78,5.15
2502,王建渗,招商基金,招商智星稳健配置混合(FOF-LOF)A,345,30.78,5.15
2503,王金祥,海富通基金,海富通研究精选混合C,2397,0.5,22.89
2503,王金祥,海富通基金,海富通研究精选混合A,2397,0.5,22.89
2504,吴剑毅,南方基金,南方中小盘成长股票A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方利众A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方利众C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方利达A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方利达C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方利安A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方利安C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方安福混合A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方安福混合C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方誉慧一年混合A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方誉慧一年混合C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方誉鼎一年持有期混合A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方誉鼎一年持有期混合C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方宝祥混合A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方宝祥混合C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方誉民稳健一年持有混合A,3965,14.3,73.86
2504,吴剑毅,南方基金,南方誉民稳健一年持有混合C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方中小盘成长股票C,3965,14.3,73.86
2504,吴剑毅,南方基金,南方宝祥混合E,3965,14.3,73.86
2505,王君正,华夏基金,华夏回报混合A,4068,134.18,9.09
2505,王君正,华夏基金,华夏回报二号混合,4068,134.18,9.09
2505,王君正,华夏基金,华夏信兴回报混合A,4068,134.18,9.09
2505,王君正,华夏基金,华夏信兴回报混合C,4068,134.18,9.09
2505,王君正,华夏基金,华夏瑞享回报混合A,4068,134.18,9.09
2505,王君正,华夏基金,华夏瑞享回报混合C,4068,134.18,9.09
2505,王君正,华夏基金,华夏回报混合H,4068,134.18,9.09
2506,王侃,国投瑞银基金,国投瑞银和泰6个月债券,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银顺昌纯债债券A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银恒誉90天持有期中短债A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银恒誉90天持有期中短债C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银稳定增利债券A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银恒源30天持有期债券A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银恒源30天持有期债券C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银和宜债券A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银和宜债券C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银和景180天持有期债券A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银和景180天持有期债券C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银恒扬30天持有期债券A,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银恒扬30天持有期债券C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银顺昌纯债债券C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银和宜债券E,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银稳定增利债券E,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银稳定增利债券C,1677,85.74,18.34
2506,王侃,国投瑞银基金,国投瑞银稳定增利债券H,1677,85.74,18.34
2507,汪坤,鹏华基金,鹏华弘实混合A,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华弘实混合C,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰腾债券,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰玉债券A,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰源债券,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰登债券,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰宁债券A,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰玉债券C,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰宁债券C,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华丰玉债券E,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华弘实混合E,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华增瑞混合(LOF)C,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华弘实混合D,1731,108.33,7.04
2507,汪坤,鹏华基金,鹏华增瑞混合(LOF)A,1731,108.33,7.04
2508,吴凯,信达澳亚基金,信澳科技创新一年定开混合A,556,9.71,13.39
2508,吴凯,信达澳亚基金,信澳科技创新一年定开混合C,556,9.71,13.39
2508,吴凯,信达澳亚基金,信澳成长精选混合A,556,9.71,13.39
2508,吴凯,信达澳亚基金,信澳成长精选混合C,556,9.71,13.39
2509,王珂,国金基金,国金惠诚债券A,418,5.22,2.68
2509,王珂,国金基金,国金惠诚债券C,418,5.22,2.68
2509,王珂,国金基金,国金安瑞平衡A,418,5.22,2.68
2509,王珂,国金基金,国金安瑞平衡C,418,5.22,2.68
2510,王凯,鹏扬基金,鹏扬中证国有企业红利ETF,405,177.17,14.3
2510,王凯,鹏扬基金,鹏扬中债-30年期国债ETF,405,177.17,14.3
2511,文康,华安基金,华安高端装备股票发起式A,18,,
2511,文康,华安基金,华安高端装备股票发起式C,18,,
2512,吴可凡,国泰基金,国泰量化收益灵活配置混合A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰量化收益灵活配置混合C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证全指集成电路ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证全指集成电路ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰国证信息技术创新主题ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰国证信息技术创新主题ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证机器人ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证机器人ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证油气产业ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证油气产业ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证香港内地国有企业ETF发起联接(QDII)A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证香港内地国有企业ETF发起联接(QDII)C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证沪深港黄金产业股票ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证沪深港黄金产业股票ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰上证国有企业红利ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰上证国有企业红利ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证港股通高股息投资ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证港股通高股息投资ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证A500ETF发起联接A,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证A500ETF发起联接C,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证A500ETF发起联接I,719,17.81,23.76
2512,吴可凡,国泰基金,国泰中证智能汽车主题ETF,719,17.81,23.76
2513,王可汗,国联基金,国联成长优选混合A,1536,0.36,-37.53
2513,王可汗,国联基金,国联成长优选混合C,1536,0.36,-37.53
2514,翁凯骅,浦银安盛基金,浦银安盛盛诺定开债券,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛晖一年定开债券,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛鑫定开债A,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛鑫定开债C,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛泰纯债债券A,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛泰纯债债券C,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛跃纯债债券A,626,41.99,6.62
2514,翁凯骅,浦银安盛基金,浦银安盛盛跃纯债债券C,626,41.99,6.62
2515,王康佳,鹏华基金,鹏华弘安混合A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华弘安混合C,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华弘康灵活配置混合A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华弘康灵活配置混合C,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华中短债3个月定开债券A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华中短债3个月定开债券C,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳利短债债券A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳利短债债券C,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳瑞中短债A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳福中短债债券A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳福中短债债券C,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳福中短债债券E,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华丰尊债券,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华丰景债券,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华中短债3个月定开债券E,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳利短债债券D,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳瑞中短债C,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华稳瑞中短债E,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华添泽120天滚动持有债券A,1452,197.74,11.5
2515,王康佳,鹏华基金,鹏华添泽120天滚动持有债券C,1452,197.74,11.5
2516,温开强,汇添富基金,汇添富现金宝货币A,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富理财60天债券E,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富丰利短债A,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富现金宝货币B,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富现金宝货币C,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富丰利短债C,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富收益快钱货币C,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富收益快钱货币D,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富中证同业存单AAA指数7天持有期,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富稳瑞30天滚动持有中短债A,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富稳瑞30天滚动持有中短债C,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富丰利短债D,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富收益快钱货币E,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富稳瑞30天滚动持有中短债B,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富稳瑞30天滚动持有中短债D,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富收益快钱货币F,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富收益快钱货币A,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富收益快钱货币B,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富理财14天债券A,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富理财60天债券A,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富理财14天债券B,2484,1067.75,9.95
2516,温开强,汇添富基金,汇添富理财60天债券B,2484,1067.75,9.95
2517,王可三,前海开源基金,前海开源沪港深景气行业精选混合,808,0.52,12.44
2518,王克玉,泓德基金,泓德优选成长混合,5280,125.99,128.7
2518,王克玉,泓德基金,泓德优势领航混合,5280,125.99,128.7
2518,王克玉,泓德基金,泓德致远混合A,5280,125.99,128.7
2518,王克玉,泓德基金,泓德致远混合C,5280,125.99,128.7
2518,王克玉,泓德基金,泓德研究优选混合,5280,125.99,128.7
2518,王克玉,泓德基金,泓德丰润三年持有期混合,5280,125.99,128.7
2518,王克玉,泓德基金,泓德瑞兴三年持有期混合,5280,125.99,128.7
2518,王克玉,泓德基金,泓德瑞嘉三年持有期混合A,5280,125.99,128.7
2518,王克玉,泓德基金,泓德瑞嘉三年持有期混合C,5280,125.99,128.7
2519,王开展,景顺长城基金,景顺长城成长龙头一年持有混合A,193,44.2,2.8
2519,王开展,景顺长城基金,景顺长城成长龙头一年持有混合C,193,44.2,2.8
2520,王立,大成基金,大成景盛一年定开债A,6709,25.13,143.92
2520,王立,大成基金,大成景盛一年定开债C,6709,25.13,143.92
2520,王立,大成基金,大成元吉增利债券A,6709,25.13,143.92
2520,王立,大成基金,大成元吉增利债券C,6709,25.13,143.92
2520,王立,大成基金,大成债券A/B,6709,25.13,143.92
2520,王立,大成基金,大成债券C,6709,25.13,143.92
2521,魏立,博时基金,博时荣泰混合,1233,0.6,-1.05
2522,万莉,国联安基金,国联安6个月定开债A,4141,379.98,17.16
2522,万莉,国联安基金,国联安6个月定开债C,4141,379.98,17.16
2522,万莉,国联安基金,国联安短债债券A,4141,379.98,17.16
2522,万莉,国联安基金,国联安短债债券C,4141,379.98,17.16
2522,万莉,国联安基金,国联安恒悦90天持有债券A,4141,379.98,17.16
2522,万莉,国联安基金,国联安恒悦90天持有债券C,4141,379.98,17.16
2522,万莉,国联安基金,国联安中证同业存单AAA指数7天持有期,4141,379.98,17.16
2522,万莉,国联安基金,国联安鸿利短债债券A,4141,379.98,17.16
2522,万莉,国联安基金,国联安鸿利短债债券C,4141,379.98,17.16
2522,万莉,国联安基金,国联安月享30天持有期纯债债券A,4141,379.98,17.16
2522,万莉,国联安基金,国联安月享30天持有期纯债债券C,4141,379.98,17.16
2522,万莉,国联安基金,国联安双月享60天持有债券A,4141,379.98,17.16
2522,万莉,国联安基金,国联安双月享60天持有债券C,4141,379.98,17.16
2522,万莉,国联安基金,国联安货币A,4141,379.98,17.16
2522,万莉,国联安基金,国联安货币B,4141,379.98,17.16
2523,武磊,富国基金,富国鼎利纯债三个月定开债,3007,358.88,43.06
2523,武磊,富国基金,富国泓利纯债债券型发起式A,3007,358.88,43.06
2523,武磊,富国基金,富国臻利纯债定开债券,3007,358.88,43.06
2523,武磊,富国基金,富国尊利纯债定开债,3007,358.88,43.06
2523,武磊,富国基金,富国产业债券C,3007,358.88,43.06
2523,武磊,富国基金,富国泓利纯债债券型发起式C,3007,358.88,43.06
2523,武磊,富国基金,富国泽利纯债债券A,3007,358.88,43.06
2523,武磊,富国基金,富国添享一年持有期债券A,3007,358.88,43.06
2523,武磊,富国基金,富国添享一年持有期债券C,3007,358.88,43.06
2523,武磊,富国基金,富国产业债债券D,3007,358.88,43.06
2523,武磊,富国基金,富国新天锋债券(LOF)C,3007,358.88,43.06
2523,武磊,富国基金,富国稳健添辰债券A,3007,358.88,43.06
2523,武磊,富国基金,富国稳健添辰债券C,3007,358.88,43.06
2523,武磊,富国基金,富国泽利纯债债券C,3007,358.88,43.06
2523,武磊,富国基金,富国泓利纯债债券型发起式D,3007,358.88,43.06
2523,武磊,富国基金,富国泓利纯债债券型发起式E,3007,358.88,43.06
2523,武磊,富国基金,富国新天锋债券(LOF)E,3007,358.88,43.06
2523,武磊,富国基金,富国产业债券A,3007,358.88,43.06
2523,武磊,富国基金,富国新天锋债券(LOF)A,3007,358.88,43.06
2524,王磊,大成基金,大成灵活配置混合A,4371,10.76,93.98
2524,王磊,大成基金,大成均衡增长混合A,4371,10.76,93.98
2524,王磊,大成基金,大成均衡增长混合C,4371,10.76,93.98
2524,王磊,大成基金,大成积极成长混合C,4371,10.76,93.98
2524,王磊,大成基金,大成灵活配置混合C,4371,10.76,93.98
2524,王磊,大成基金,大成行业轮动混合C,4371,10.76,93.98
2524,王磊,大成基金,大成行业轮动混合A,4371,10.76,93.98
2524,王磊,大成基金,大成积极成长混合A,4371,10.76,93.98
2525,王亮,民生加银基金,民生加银龙头优选股票A,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银景气行业混合C,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银质量领先混合A,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银质量领先混合C,2761,32.21,58.62
2525,王亮,民生加银基金,民生价值优选6个月持有股票A,2761,32.21,58.62
2525,王亮,民生加银基金,民生价值优选6个月持有股票C,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银核心资产股票A,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银核心资产股票C,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银龙头优选股票C,2761,32.21,58.62
2525,王亮,民生加银基金,民生加银景气行业混合A,2761,32.21,58.62
2526,王莉,国海富兰克林基金,国富日日收益货币A,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富日日收益货币B,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富恒丰一年持有期债券A,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富恒丰一年持有期债券C,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富新机遇混合A,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富新机遇混合C,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富安享货币B,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富天颐混合A,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富天颐混合C,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富安享货币A,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富恒兴债券A,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富恒兴债券C,3412,233.65,42.03
2526,王莉,国海富兰克林基金,国富日日收益货币E,3412,233.65,42.03
2527,魏丽,路博迈基金(中国),路博迈中国绿色债券,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈中国精选利率债A,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈安航90天持有债券A,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈安航90天持有债券C,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈中高等级信用债A,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈中高等级信用债C,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈中国精选利率债C,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈中高等级信用债E,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈悦航30天持有债券A,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈悦航30天持有债券C,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈CFETS0-5年期气候变化高等级债券综合指数,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈兴航60天滚动持有债券A,2515,100.92,8.31
2527,魏丽,路博迈基金(中国),路博迈兴航60天滚动持有债券C,2515,100.92,8.31
2528,王琳,国泰基金,国泰国策驱动灵活配置混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰兴益灵活配置混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰安益灵活配置混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰多策略收益灵活配置混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰兴益灵活配置混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰国策驱动灵活配置混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰鑫策略价值灵活配置混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰安益灵活配置混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰佳益混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰佳益混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰融丰外延增长混合(LOF)C,3043,9.16,40.17
2528,王琳,国泰基金,国泰悦益六个月持有混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰悦益六个月持有混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰慧益一年持有混合A,3043,9.16,40.17
2528,王琳,国泰基金,国泰慧益一年持有混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰安益灵活配置混合E,3043,9.16,40.17
2528,王琳,国泰基金,国泰鑫策略价值灵活配置混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰鑫策略价值灵活配置混合E,3043,9.16,40.17
2528,王琳,国泰基金,国泰多策略收益灵活配置混合C,3043,9.16,40.17
2528,王琳,国泰基金,国泰多策略收益灵活配置混合E,3043,9.16,40.17
2528,王琳,国泰基金,国泰融丰外延增长混合(LOF)A,3043,9.16,40.17
2529,汪玲,易方达基金,易方达汇诚养老2043三年持有混合(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇诚养老2033三年持有混合发起(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇诚养老2038三年持有混合发起式(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇智稳健养老一年持有混合(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇智平衡养老目标三年持有混合(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇欣平衡养老三年持有混合(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达如意兴安一年持有混合(FOF)A,2343,27.41,32.36
2529,汪玲,易方达基金,易方达如意兴安一年持有混合(FOF)C,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇诚养老2043三年持有混合(FOF)Y,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇智稳健养老一年持有混合(FOF)Y,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇诚养老2033三年持有混合发起(FOF)Y,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇诚养老2038三年持有混合发起式(FOF)Y,2343,27.41,32.36
2529,汪玲,易方达基金,易方达汇欣平衡养老三年持有混合(FOF)Y,2343,27.41,32.36
