fund_code,fund_name,fund_type,manager_name,company,current_fund,experience_days,total_asset,best_return
011619,鹏扬淳兴三个月定期开放债券A,债券型-长债,王黎骁,鹏扬基金,鹏扬淳兴三个月定期开放债券A,986,125.97,12.24
011620,鹏扬淳兴三个月定期开放债券C,债券型-长债,王黎骁,鹏扬基金,鹏扬淳兴三个月定期开放债券C,986,125.97,12.24
011622,汇添富短债债券E,债券型-中短债,刘宁/ 杨靖,汇添富基金,汇添富短债债券E,4255/ 2285,72.85/ 486.14,5.32/ 25.57
011623,汇添富中短债E,债券型-中短债,何旻/ 徐光,汇添富基金,汇添富中短债E,6180/ 2470,268.47/ 143.2,26.14/ 27.18
011624,华夏卓享债券A,债券型-混合二级,靖博灵/ 孙蕾,华夏基金,华夏卓享债券A,564/ 1379,8.77/ 328.49,6.27/ 19.86
011625,华夏卓享债券C,债券型-混合二级,靖博灵/ 孙蕾,华夏基金,华夏卓享债券C,564/ 1379,8.77/ 328.49,6.27/ 19.86
011626,嘉实匠心回报混合A,混合型-偏股,常蓁,嘉实基金,嘉实匠心回报混合A,3728,70.49,130.43
011627,嘉实匠心回报混合C,混合型-偏股,常蓁,嘉实基金,嘉实匠心回报混合C,3728,70.49,130.43
011628,嘉实致明3个月定期纯债债券,债券型-长债,崔思维,嘉实基金,嘉实致明3个月定期纯债债券,2881,344.77,15.81
011629,银河核心优势混合A,混合型-偏股,李一帆/ 祝建辉,银河基金,银河核心优势混合A,752/ 3437,1.0/ 7.55,-28.46/ 45.53
011630,东财有色增强A,指数型-股票,杨路炜,东财基金,东财有色增强A,1532,14.41,26.39
011631,东财有色增强C,指数型-股票,杨路炜,东财基金,东财有色增强C,1532,14.41,26.39
011634,国寿安保安悦纯债一年定开债,债券型-长债,刘振中,国寿安保基金,国寿安保安悦纯债一年定开债,497,97.89,7.68
011635,富国港股通策略精选混合A,混合型-偏股,王菀宜,富国基金,富国港股通策略精选混合A,1712,17.15,14.74
011636,富国港股通策略精选混合C,混合型-偏股,王菀宜,富国基金,富国港股通策略精选混合C,1712,17.15,14.74
011637,广发沪港深价值成长混合A,混合型-偏股,李耀柱,广发基金,广发沪港深价值成长混合A,3448,205.26,76.81
011638,广发沪港深价值成长混合C,混合型-偏股,李耀柱,广发基金,广发沪港深价值成长混合C,3448,205.26,76.81
011641,富国达利纯债一年定开债发起式,债券型-长债,刘瀚驰,富国基金,富国达利纯债一年定开债发起式,1648,166.16,21.3
011642,财通资管睿慧1年定开债,债券型-长债,金御,财通资管,财通资管睿慧1年定开债,661,342.43,6.9
011643,嘉实时代先锋三年持有混合A,混合型-偏股,姚志鹏,嘉实基金,嘉实时代先锋三年持有混合A,3313,141.62,87.67
011644,嘉实时代先锋三年持有混合C,混合型-偏股,姚志鹏,嘉实基金,嘉实时代先锋三年持有混合C,3313,141.62,87.67
011645,国泰核心价值两年持有期股票A,股票型,施钰,国泰基金,国泰核心价值两年持有期股票A,1129,3.65,-1.31
011646,国泰核心价值两年持有期股票C,股票型,施钰,国泰基金,国泰核心价值两年持有期股票C,1129,3.65,-1.31
011649,易方达逆向投资混合A,混合型-偏股,杨嘉文,易方达基金,易方达逆向投资混合A,2707,32.9,68.5
011650,易方达逆向投资混合C,混合型-偏股,杨嘉文,易方达基金,易方达逆向投资混合C,2707,32.9,68.5
011651,招商港股通核心精选股票A,股票型,胡文韬/ 晏磊,招商基金,招商港股通核心精选股票A,94/ 1290,4.79/ 5.58,-5.48/ 8.92
011652,招商港股通核心精选股票C,股票型,胡文韬/ 晏磊,招商基金,招商港股通核心精选股票C,94/ 1290,4.79/ 5.58,-5.48/ 8.92
011653,国泰鑫享稳健6个月滚动持有债券,债券型-混合二级,刘波/ 茅利伟,国泰基金,国泰鑫享稳健6个月滚动持有债券,4136/ 712,58.89/ 38.07,15.69/ 10.99
011654,国泰鑫享稳健6个月滚动持有债券C,债券型-混合二级,刘波/ 茅利伟,国泰基金,国泰鑫享稳健6个月滚动持有债券C,4136/ 712,58.89/ 38.07,15.69/ 10.99
011655,天弘兴益一年定开,债券型-混合一级,刘洋,天弘基金,天弘兴益一年定开,2968,601.56,38.35
011656,天弘京津冀发起债A,债券型-混合二级,刘嗣兴/ 尹粒宇,天弘基金,天弘京津冀发起债A,424/ 2179,106.26/ 204.09,5.58/ 15.34
011657,天弘京津冀发起债C,债券型-混合二级,刘嗣兴/ 尹粒宇,天弘基金,天弘京津冀发起债C,424/ 2179,106.26/ 204.09,5.58/ 15.34
011658,汇添富中高等级信用债A,债券型-长债,徐一恒,汇添富基金,汇添富中高等级信用债A,2091,130.86,23.69
011659,汇添富中高等级信用债C,债券型-长债,徐一恒,汇添富基金,汇添富中高等级信用债C,2091,130.86,23.69
011660,汇添富中高等级信用债E,债券型-长债,徐一恒,汇添富基金,汇添富中高等级信用债E,2091,130.86,23.69
011661,华富中债1-3年国开债A,指数型-固收,尤之奇,华富基金,华富中债1-3年国开债A,1743,128.93,21.57
011662,华富中债1-3年国开债C,指数型-固收,尤之奇,华富基金,华富中债1-3年国开债C,1743,128.93,21.57
011663,华安研究驱动混合A,混合型-偏股,万建军,华安基金,华安研究驱动混合A,2630,74.99,98.7
011664,华安研究驱动混合C,混合型-偏股,万建军,华安基金,华安研究驱动混合C,2630,74.99,98.7
011665,汇添富数字经济引领发展三年持有混合A,混合型-偏股,杨瑨,汇添富基金,汇添富数字经济引领发展三年持有混合A,3043,178.73,282.33
011666,汇添富数字经济引领发展三年持有混合C,混合型-偏股,杨瑨,汇添富基金,汇添富数字经济引领发展三年持有混合C,3043,178.73,282.33
011667,东财高端制造增强A,指数型-股票,杨路炜,东财基金,东财高端制造增强A,1532,14.41,26.39
011668,东财高端制造增强C,指数型-股票,杨路炜,东财基金,东财高端制造增强C,1532,14.41,26.39
011669,长信优质企业混合A,混合型-偏股,叶松,长信基金,长信优质企业混合A,5172,12.68,28.76
011670,长信优质企业混合C,混合型-偏股,叶松,长信基金,长信优质企业混合C,5172,12.68,28.76
011671,中信建投双利3个月债A,债券型-混合二级,许健,中信建投基金,中信建投双利3个月债A,3015,228.19,41.96
011672,中信建投双利3个月债C,债券型-混合二级,许健,中信建投基金,中信建投双利3个月债C,3015,228.19,41.96
011673,长城医药科技六个月持有混合A,混合型-偏股,谭小兵,长城基金,长城医药科技六个月持有混合A,3400,26.46,134.1
011674,长城医药科技六个月持有混合C,混合型-偏股,谭小兵,长城基金,长城医药科技六个月持有混合C,3400,26.46,134.1
011681,汇添富均衡精选六个月持有混合A,混合型-偏股,卞正,汇添富基金,汇添富均衡精选六个月持有混合A,1190,6.41,39.8
011682,汇添富均衡精选六个月持有混合C,混合型-偏股,卞正,汇添富基金,汇添富均衡精选六个月持有混合C,1190,6.41,39.8
011683,华夏鼎华一年定开债,债券型-长债,孙蕾,华夏基金,华夏鼎华一年定开债,1379,328.49,19.86
011685,创金合信先进装备股票A,股票型,李晗,创金合信基金,创金合信先进装备股票A,3040,0.44,18.47
011686,创金合信先进装备股票C,股票型,李晗,创金合信基金,创金合信先进装备股票C,3040,0.44,18.47
011687,易方达龙头优选两年持有混合A,混合型-偏股,王元春,易方达基金,易方达龙头优选两年持有混合A,2361,9.76,132.48
011688,易方达龙头优选两年持有混合C,混合型-偏股,王元春,易方达基金,易方达龙头优选两年持有混合C,2361,9.76,132.48
011690,招商品质发现混合A,混合型-偏股,苏超/ 吴潇,招商基金,招商品质发现混合A,548/ 2846,11.67/ 85.2,20.24/ 32.23
011691,招商品质发现混合C,混合型-偏股,苏超/ 吴潇,招商基金,招商品质发现混合C,548/ 2846,11.67/ 85.2,20.24/ 32.23
011692,华安研究智选混合A,混合型-偏股,万建军,华安基金,华安研究智选混合A,2630,74.99,98.7
011693,华安研究智选混合C,混合型-偏股,万建军,华安基金,华安研究智选混合C,2630,74.99,98.7
011694,华泰紫金信息科技主题6个月持有混合发起A,混合型-偏股,秦瑞,华泰证券(上海)资产管理,华泰紫金信息科技主题6个月持有混合发起A,124,1.66,1.86
011695,华泰紫金信息科技主题6个月持有混合发起C,混合型-偏股,秦瑞,华泰证券(上海)资产管理,华泰紫金信息科技主题6个月持有混合发起C,124,1.66,1.86
011696,南方浩睿进取京选3个月混合(FOF)A,FOF-进取型,夏莹莹,南方基金,南方浩睿进取京选3个月混合(FOF)A,2754,16.5,47.27
011697,南方浩睿进取京选3个月混合(FOF)C,FOF-进取型,夏莹莹,南方基金,南方浩睿进取京选3个月混合(FOF)C,2754,16.5,47.27
011698,南方均衡回报混合A,混合型-平衡,龙一鸣,南方基金,南方均衡回报混合A,556,2.2,8.23
011699,蜂巢丰华债券A,债券型-长债,金之洁,蜂巢基金,蜂巢丰华债券A,1853,157.7,20.07
011700,蜂巢丰华债券C,债券型-长债,金之洁,蜂巢基金,蜂巢丰华债券C,1853,157.7,20.07
011701,南方均衡回报混合C,混合型-平衡,龙一鸣,南方基金,南方均衡回报混合C,556,2.2,8.23
011702,广发睿享稳健增利混合C,混合型-偏债,王海涛,广发基金,广发睿享稳健增利混合C,1903,11.43,0.46
011703,中金鑫瑞优选一年持有混合,混合型-灵活,丁杨,中金基金,中金鑫瑞优选一年持有混合,1627,3.23,19.22
011704,东方阿尔法产业先锋混合A,混合型-偏股,尹智斌,东方阿尔法基金,东方阿尔法产业先锋混合A,572,10.6,20.28
011705,东方阿尔法产业先锋混合C,混合型-偏股,尹智斌,东方阿尔法基金,东方阿尔法产业先锋混合C,572,10.6,20.28
011706,长信标普100等权重指数美元,指数型-海外股票,傅瑶纯,长信基金,长信标普100等权重指数美元,1971,17.2,64.32
011707,东吴配置优化混合C,混合型-灵活,周健,东吴基金,东吴配置优化混合C,4603,2.2,37.82
011708,中欧嘉益一年持有期混合A,混合型-偏股,叶培培,中欧基金,中欧嘉益一年持有期混合A,531,4.18,10.51
011709,中欧嘉益一年持有期混合C,混合型-偏股,叶培培,中欧基金,中欧嘉益一年持有期混合C,531,4.18,10.51
011710,中欧睿泽混合A,混合型-偏股,许文星,中欧基金,中欧睿泽混合A,2597,60.06,133.13
011711,中欧睿泽混合C,混合型-偏股,许文星,中欧基金,中欧睿泽混合C,2597,60.06,133.13
011712,大摩万众创新混合C,混合型-灵活,雷志勇/ 李子扬,摩根士丹利基金,大摩万众创新混合C,2228/ 56,60.1/ 1.55,73.28/ -1.61
011713,中信保诚盛裕一年持有混合A,混合型-偏债,孙惠成/ 吴秋君,中信保诚基金,中信保诚盛裕一年持有混合A,623/ 585,2.04/ 72.88,-1.46/ 8.89
011714,中信保诚盛裕一年持有混合C,混合型-偏债,孙惠成/ 吴秋君,中信保诚基金,中信保诚盛裕一年持有混合C,623/ 585,2.04/ 72.88,-1.46/ 8.89
011717,浦银均衡优选6个月持有混合A,混合型-偏股,蒋佳良,浦银安盛基金,浦银均衡优选6个月持有混合A,2906,20.36,103.75
011718,浦银均衡优选6个月持有混合C,混合型-偏股,蒋佳良,浦银安盛基金,浦银均衡优选6个月持有混合C,2906,20.36,103.75
011719,浦银安盛盛华一年定开债券,债券型-长债,曹治国,浦银安盛基金,浦银安盛盛华一年定开债券,2278,2091.16,20.94
011720,易方达悦信一年持有混合A,混合型-偏债,王成,易方达基金,易方达悦信一年持有混合A,2006,48.73,34.98
011721,易方达悦信一年持有混合C,混合型-偏债,王成,易方达基金,易方达悦信一年持有混合C,2006,48.73,34.98
011722,前海开源深圳特区精选股票A,股票型,杨德龙,前海开源基金,前海开源深圳特区精选股票A,4181,22.17,26.85
011723,前海开源深圳特区精选股票C,股票型,杨德龙,前海开源基金,前海开源深圳特区精选股票C,4181,22.17,26.85
011724,东方红启恒三年持有混合B,混合型-偏股,胡晓/ 李竞,东方红资产管理,东方红启恒三年持有混合B,473/ 1897,102.76/ 181.61,21.88/ 38.59
011725,东方红新源三年持有混合B,混合型-平衡,高义,东方红资产管理,东方红新源三年持有混合B,1603,1.55,-34.6
011726,安信新常态股票C,股票型,袁玮,安信基金,安信新常态股票C,3332,12.41,130.0
011727,工银聚瑞混合A,混合型-偏债,庄园,工银瑞信基金,工银聚瑞混合A,4099,4.86,5.21
011728,工银聚瑞混合C,混合型-偏债,庄园,工银瑞信基金,工银聚瑞混合C,4099,4.86,5.21
011729,工银聚享混合A,混合型-偏债,何顺/ 焦文龙,工银瑞信基金,工银聚享混合A,584/ 2249,65.73/ 62.69,29.24/ 27.86
011730,工银聚享混合C,混合型-偏债,何顺/ 焦文龙,工银瑞信基金,工银聚享混合C,584/ 2249,65.73/ 62.69,29.24/ 27.86
011733,银华瑞祥一年持有期混合,混合型-偏股,苏静然/ 唐能,银华基金,银华瑞祥一年持有期混合,2845/ 3654,28.05/ 23.12,85.58/ 60.32
011734,国寿安保裕丰混合A,混合型-偏债,葛佳/ 谢夫,国寿安保基金,国寿安保裕丰混合A,1062/ 580,11.46/ 1.7,2.71/ 5.78
011735,国寿安保裕丰混合C,混合型-偏债,葛佳/ 谢夫,国寿安保基金,国寿安保裕丰混合C,1062/ 580,11.46/ 1.7,2.71/ 5.78
011736,宝盈祥庆9个月持有混合A,混合型-偏债,蔡丹/ 邓栋/ 吕姝仪,宝盈基金,宝盈祥庆9个月持有混合A,2851/ 3930/ 2799,17.09/ 123.35/ 304.87,65.98/ 25.0/ 14.86
011737,宝盈祥庆9个月持有混合C,混合型-偏债,蔡丹/ 邓栋/ 吕姝仪,宝盈基金,宝盈祥庆9个月持有混合C,2851/ 3930/ 2799,17.09/ 123.35/ 304.87,65.98/ 25.0/ 14.86
011738,华安兴安优选一年持有混合A,混合型-平衡,陆奔,华安基金,华安兴安优选一年持有混合A,2435,54.61,98.76
011739,华安兴安优选一年持有混合C,混合型-平衡,陆奔,华安基金,华安兴安优选一年持有混合C,2435,54.61,98.76
011740,博时成长精选混合A,混合型-偏股,王凌霄/ 曾豪,博时基金,博时成长精选混合A,1146/ 2510,34.37/ 50.46,21.62/ 9.94
011741,博时成长精选混合C,混合型-偏股,王凌霄/ 曾豪,博时基金,博时成长精选混合C,1146/ 2510,34.37/ 50.46,21.62/ 9.94
011742,大成惠平一年定开债发起式,债券型-长债,冯佳,大成基金,大成惠平一年定开债发起式,1684,429.43,15.83
011743,华夏兴源稳健一年持有混合A,混合型-偏债,柳万军,华夏基金,华夏兴源稳健一年持有混合A,4164,101.87,80.27
011744,华夏兴源稳健一年持有混合C,混合型-偏债,柳万军,华夏基金,华夏兴源稳健一年持有混合C,4164,101.87,80.27
011745,华夏养老2055五年持有混合(FOF)A,FOF-进取型,许利明,华夏基金,华夏养老2055五年持有混合(FOF)A,3925,46.98,29.43
011746,南方誉浦一年持有混合A,混合型-偏债,陈乐,南方基金,南方誉浦一年持有混合A,2704,21.95,43.26
011747,南方誉浦一年持有混合C,混合型-偏债,陈乐,南方基金,南方誉浦一年持有混合C,2704,21.95,43.26
011748,华泰柏瑞景气成长混合A,混合型-偏股,谭笑/ 吴邦栋,华泰柏瑞基金,华泰柏瑞景气成长混合A,664/ 2630,2.21/ 13.8,10.21/ 84.34
011749,华泰柏瑞景气成长混合C,混合型-偏股,谭笑/ 吴邦栋,华泰柏瑞基金,华泰柏瑞景气成长混合C,664/ 2630,2.21/ 13.8,10.21/ 84.34
011752,广发核心优选六个月持有混合(FOF)A,FOF-均衡型,杨喆,广发基金,广发核心优选六个月持有混合(FOF)A,2023,46.0,8.73
011753,广发核心优选六个月持有混合(FOF)C,FOF-均衡型,杨喆,广发基金,广发核心优选六个月持有混合(FOF)C,2023,46.0,8.73
011754,鹏扬现金通利货币D,货币型-普通货币,王莹莹,鹏扬基金,鹏扬现金通利货币D,2467,216.86,33.1
011755,广发竞争优势混合C,混合型-灵活,吴兴武,广发基金,广发竞争优势混合C,3756,97.83,84.84
011756,博时产业优选混合A,混合型-灵活,蔡滨,博时基金,博时产业优选混合A,3804,64.9,153.83
011757,博时产业优选混合C,混合型-灵活,蔡滨,博时基金,博时产业优选混合C,3804,64.9,153.83
011758,广发逆向策略混合C,混合型-灵活,程琨,广发基金,广发逆向策略混合C,4493,49.65,188.92
011761,平安鑫瑞混合A,混合型-偏债,张恒,平安基金,平安鑫瑞混合A,2695,165.42,23.31
011762,平安鑫瑞混合C,混合型-偏债,张恒,平安基金,平安鑫瑞混合C,2695,165.42,23.31
011765,兴银高端制造混合A,混合型-偏股,王卫,兴银基金管理,兴银高端制造混合A,1608,0.57,-32.77
011766,兴银高端制造混合C,混合型-偏股,王卫,兴银基金管理,兴银高端制造混合C,1608,0.57,-32.77
011767,泰康合润混合A,混合型-偏债,蒋利娟,泰康基金,泰康合润混合A,3629,258.29,68.54
011768,泰康合润混合C,混合型-偏债,蒋利娟,泰康基金,泰康合润混合C,3629,258.29,68.54
011769,富国精诚回报12个月持有期混合A,混合型-偏债,徐斌/ 朱梦娜,富国基金,富国精诚回报12个月持有期混合A,2106/ 2286,22.1/ 307.44,0.57/ 26.29
011770,富国精诚回报12个月持有期混合C,混合型-偏债,徐斌/ 朱梦娜,富国基金,富国精诚回报12个月持有期混合C,2106/ 2286,22.1/ 307.44,0.57/ 26.29
011773,国寿安保璟珹6个月持有混合A,混合型-偏债,姜绍政,国寿安保基金,国寿安保璟珹6个月持有混合A,1322,1.18,3.36
011774,国寿安保璟珹6个月持有混合C,混合型-偏债,姜绍政,国寿安保基金,国寿安保璟珹6个月持有混合C,1322,1.18,3.36
011775,格林鑫悦一年持有期混合A,混合型-偏债,李会忠/ 柳杨/ 王毕功,格林基金,格林鑫悦一年持有期混合A,3716/ 1459/ 195,2.04/ 62.91/ 1.06,-8.39/ 13.19/ 1.14
011776,格林鑫悦一年持有期混合C,混合型-偏债,李会忠/ 柳杨/ 王毕功,格林基金,格林鑫悦一年持有期混合C,3716/ 1459/ 195,2.04/ 62.91/ 1.06,-8.39/ 13.19/ 1.14
011777,易方达稳健增长混合A,混合型-平衡,孙松,易方达基金,易方达稳健增长混合A,2344,28.49,-1.36
011778,易方达稳健增长混合C,混合型-平衡,孙松,易方达基金,易方达稳健增长混合C,2344,28.49,-1.36
011779,易方达稳泰一年持有混合A,混合型-偏债,张雅君,易方达基金,易方达稳泰一年持有混合A,3964,207.36,54.88
011780,易方达稳泰一年持有混合C,混合型-偏债,张雅君,易方达基金,易方达稳泰一年持有混合C,3964,207.36,54.88
011781,泓德慧享混合A,混合型-偏债,姚学康/ 赵端端,泓德基金,泓德慧享混合A,1242/ 2435,7.91/ 22.49,16.49/ 33.82
011782,泓德慧享混合C,混合型-偏债,姚学康/ 赵端端,泓德基金,泓德慧享混合C,1242/ 2435,7.91/ 22.49,16.49/ 33.82
011783,泓德睿源三年持有期混合,混合型-灵活,胡云/ 秦毅,泓德基金,泓德睿源三年持有期混合,689/ 2915,42.92/ 146.24,-5.48/ 167.26
011784,天弘招添利混合发起A,混合型-偏债,王顺利/ 赵鼎龙,天弘基金,天弘招添利混合发起A,1244/ 2019,115.77/ 156.56,9.04/ 22.79
011785,天弘招添利混合发起C,混合型-偏债,王顺利/ 赵鼎龙,天弘基金,天弘招添利混合发起C,1244/ 2019,115.77/ 156.56,9.04/ 22.79
011786,工银聚安混合A,混合型-偏债,黄诗原,工银瑞信基金,工银聚安混合A,1358,61.1,29.35
011787,工银聚安混合C,混合型-偏债,黄诗原,工银瑞信基金,工银聚安混合C,1358,61.1,29.35
011788,工银聚益混合A,混合型-偏债,陈鑫/ 李敏,工银瑞信基金,工银聚益混合A,532/ 4246,42.31/ 173.53,13.37/ 29.37
011789,工银聚益混合C,混合型-偏债,陈鑫/ 李敏,工银瑞信基金,工银聚益混合C,532/ 4246,42.31/ 173.53,13.37/ 29.37
011790,建信创新驱动混合,混合型-偏股,邵卓,建信基金,建信创新驱动混合,3716,26.34,123.9
011791,招商瑞盈9个月持有期混合A,混合型-偏债,刘禛君/ 孙麓深,招商基金,招商瑞盈9个月持有期混合A,215/ 2004,177.28/ 13.04,2.66/ 15.27
011792,招商瑞盈9个月持有期混合C,混合型-偏债,刘禛君/ 孙麓深,招商基金,招商瑞盈9个月持有期混合C,215/ 2004,177.28/ 13.04,2.66/ 15.27
011793,建信智能汽车股票,股票型,田元泉/ 张湘龙,建信基金,建信智能汽车股票,1804/ 1575,33.97/ 17.51,39.52/ 36.4
011796,新华中债0-3年政策性金融债指数A,指数型-固收,李晓然/ 王滨,新华基金,新华中债0-3年政策性金融债指数A,823/ 2685,60.42/ 74.32,9.02/ 94.9
011797,新华中债0-3年政策性金融债指数C,指数型-固收,李晓然/ 王滨,新华基金,新华中债0-3年政策性金融债指数C,823/ 2685,60.42/ 74.32,9.02/ 94.9
011798,华安宁享6个月混合A,混合型-偏债,贺涛,华安基金,华安宁享6个月混合A,6235,72.83,154.25
011799,华安宁享6个月混合C,混合型-偏债,贺涛,华安基金,华安宁享6个月混合C,6235,72.83,154.25
011800,申万菱信价值精选混合A,混合型-偏股,苗琦,申万菱信基金,申万菱信价值精选混合A,948,1.97,-1.9
011801,中银证券盈瑞混合A,混合型-偏债,计伟/ 王文华,中银证券,中银证券盈瑞混合A,2621/ 3674,4.66/ 65.47,0.47/ 12.81
011802,中银证券盈瑞混合C,混合型-偏债,计伟/ 王文华,中银证券,中银证券盈瑞混合C,2621/ 3674,4.66/ 65.47,0.47/ 12.81
011803,景顺长城宁景6个月持有混合A,混合型-偏债,董晗/ 李训练,景顺长城基金,景顺长城宁景6个月持有混合A,4954/ 804,308.9/ 11.02,29.4/ 12.56
011804,景顺长城宁景6个月持有混合C,混合型-偏债,董晗/ 李训练,景顺长城基金,景顺长城宁景6个月持有混合C,4954/ 804,308.9/ 11.02,29.4/ 12.56
011805,嘉实优质核心两年持有混合A,混合型-偏股,李涛,嘉实基金,嘉实优质核心两年持有混合A,1665,34.24,32.31
011806,嘉实优质核心两年持有混合C,混合型-偏股,李涛,嘉实基金,嘉实优质核心两年持有混合C,1665,34.24,32.31
011807,平安研究精选混合A,混合型-偏股,张晓泉,平安基金,平安研究精选混合A,2807,11.34,206.47
011808,平安研究精选混合C,混合型-偏股,张晓泉,平安基金,平安研究精选混合C,2807,11.34,206.47
011811,财通安华混合发起A,混合型-偏债,匡恒/ 张婉玉,财通基金,财通安华混合发起A,836/ 1840,6.34/ 348.87,4.9/ 21.23
011812,财通安华混合发起C,混合型-偏债,匡恒/ 张婉玉,财通基金,财通安华混合发起C,836/ 1840,6.34/ 348.87,4.9/ 21.23
011813,融通创新动力混合A,混合型-偏股,闵文强/ 王迪,融通基金,融通创新动力混合A,160/ 2532,4.06/ 10.25,-1.34/ 97.31
011814,融通创新动力混合C,混合型-偏股,闵文强/ 王迪,融通基金,融通创新动力混合C,160/ 2532,4.06/ 10.25,-1.34/ 97.31
011815,恒越优势精选混合,混合型-偏股,吴海宁,恒越基金,恒越优势精选混合,780,0.97,-22.04
011816,融通多元收益一年持有期混合,混合型-偏债,樊鑫/ 李皓/ 石础,融通基金,融通多元收益一年持有期混合,812/ 508/ 800,20.69/ 113.84/ 2.84,13.11/ 6.2/ 6.3
011817,银华阿尔法混合,混合型-偏股,薄官辉/ 王浩,银华基金,银华阿尔法混合,3680/ 3477,28.18/ 19.98,76.69/ 25.6
011818,鹏扬景阳一年持有混合A,混合型-偏债,杨爱斌,鹏扬基金,鹏扬景阳一年持有混合A,2915,69.06,35.64
011819,鹏扬景阳一年持有混合C,混合型-偏债,杨爱斌,鹏扬基金,鹏扬景阳一年持有混合C,2915,69.06,35.64
011820,兴业兴智一年持有期混合A,混合型-偏股,高圣,兴业基金,兴业兴智一年持有期混合A,2642,17.91,60.94
011821,兴业兴智一年持有期混合C,混合型-偏股,高圣,兴业基金,兴业兴智一年持有期混合C,2642,17.91,60.94
011822,易方达产业升级混合A,混合型-偏股,祁禾,易方达基金,易方达产业升级混合A,2707,163.26,179.02
011823,易方达产业升级混合C,混合型-偏股,祁禾,易方达基金,易方达产业升级混合C,2707,163.26,179.02
011824,浙商汇金量化臻选股票A,股票型,陈顾君,浙商证券资管,浙商汇金量化臻选股票A,1952,1.28,13.04
011825,浙商汇金量化臻选股票C,股票型,陈顾君,浙商证券资管,浙商汇金量化臻选股票C,1952,1.28,13.04
011826,汇添富健康生活一年持有混合A,混合型-偏股,张韡,汇添富基金,汇添富健康生活一年持有混合A,1523,146.01,35.55
011827,汇添富健康生活一年持有混合C,混合型-偏股,张韡,汇添富基金,汇添富健康生活一年持有混合C,1523,146.01,35.55
011828,平安睿享成长混合A,混合型-偏股,黄维,平安基金,平安睿享成长混合A,3203,27.54,147.79
011829,平安睿享成长混合C,混合型-偏股,黄维,平安基金,平安睿享成长混合C,3203,27.54,147.79
011830,富国天恒混合A,混合型-偏股,林庆,富国基金,富国天恒混合A,3673,98.49,144.9
011831,富国天恒混合C,混合型-偏股,林庆,富国基金,富国天恒混合C,3673,98.49,144.9
011832,西部利得人工智能主题指数增强A,指数型-股票,吴海健/ 翟梓舰,西部利得基金,西部利得人工智能主题指数增强A,1122/ 583,4.08/ 13.91,6.72/ 17.74
011833,西部利得人工智能主题指数增强C,指数型-股票,吴海健/ 翟梓舰,西部利得基金,西部利得人工智能主题指数增强C,1122/ 583,4.08/ 13.91,6.72/ 17.74
011834,大成投资严选六月持有混合A,混合型-偏股,徐彦,大成基金,大成投资严选六月持有混合A,4115,173.21,103.58
011835,大成投资严选六月持有混合C,混合型-偏股,徐彦,大成基金,大成投资严选六月持有混合C,4115,173.21,103.58
011836,银华智能建造股票发起式,股票型,唐能/ 周书,银华基金,银华智能建造股票发起式,3654/ 2600,23.12/ 1.53,60.32/ 30.92
011837,鹏扬中国优质成长混合A,混合型-偏股,朱国庆,鹏扬基金,鹏扬中国优质成长混合A,3976,7.92,15.57
011838,鹏扬中国优质成长混合C,混合型-偏股,朱国庆,鹏扬基金,鹏扬中国优质成长混合C,3976,7.92,15.57
011839,天弘中证人工智能A,指数型-股票,祁世超,天弘基金,天弘中证人工智能A,124,206.52,5.2
011840,天弘中证人工智能C,指数型-股票,祁世超,天弘基金,天弘中证人工智能C,124,206.52,5.2
011841,嘉实兴锐优选一年持有混合A,混合型-偏股,刘斌,嘉实基金,嘉实兴锐优选一年持有混合A,5469,56.59,66.64
011842,嘉实兴锐优选一年持有混合C,混合型-偏股,刘斌,嘉实基金,嘉实兴锐优选一年持有混合C,5469,56.59,66.64
011843,民生加银内核驱动混合A,混合型-偏股,尹涛,民生加银基金,民生加银内核驱动混合A,992,10.9,23.26
011844,民生加银内核驱动混合C,混合型-偏股,尹涛,民生加银基金,民生加银内核驱动混合C,992,10.9,23.26
011845,博时周期优选混合A,混合型-偏股,王晗,博时基金,博时周期优选混合A,845,8.49,-3.86
011846,博时周期优选混合C,混合型-偏股,王晗,博时基金,博时周期优选混合C,845,8.49,-3.86
011847,易方达商业模式优选混合A,混合型-偏股,郭杰,易方达基金,易方达商业模式优选混合A,4457,73.38,110.3
011848,易方达商业模式优选混合C,混合型-偏股,郭杰,易方达基金,易方达商业模式优选混合C,4457,73.38,110.3
011849,西部利得量化价值一年持有期混合,混合型-偏股,盛丰衍,西部利得基金,西部利得量化价值一年持有期混合,3105,66.11,137.91
011850,天治天享66个月定开债,债券型-长债,郝杰,天治基金,天治天享66个月定开债,2091,94.53,16.76
011851,天弘先进制造混合A,混合型-偏股,李佳明,天弘基金,天弘先进制造混合A,1412,8.54,-1.21
011852,天弘先进制造混合C,混合型-偏股,李佳明,天弘基金,天弘先进制造混合C,1412,8.54,-1.21
011853,招商中证消费龙头指数增强A,指数型-股票,侯昊,招商基金,招商中证消费龙头指数增强A,2834,576.17,112.5
011854,招商中证消费龙头指数增强C,指数型-股票,侯昊,招商基金,招商中证消费龙头指数增强C,2834,576.17,112.5
011855,银华长荣混合A,混合型-偏股,胡银玉,银华基金,银华长荣混合A,1881,15.15,45.73
